year,title,author,author_gender,POS,POS_ADJF/PRTF,genre,canon_status,narration
1890,Заира,"Салиас, Евгений Андреевич",m,NOUN,NOUN,исторический,0,3 лицо
1890,Без воли,"Соколова, Александра Ивановна",f,PREP NOUN,PREP NOUN,любовный,0,3 лицо
1890,Без следа,"Соколова, Александра Ивановна",f,PREP NOUN,PREP NOUN,криминальный,0, 
1890,Каменное сердце,"Соколова, Александра Ивановна",f,ADJF NOUN,ADJF/PRTF NOUN, ,0,1 лицо
1890,Из-за могилы,"Соколова, Александра Ивановна",f,PREP NOUN,PREP NOUN, ,0, 
1890,На смену былому,"Соколова, Александра Ивановна",f,PREP NOUN NOUN,PREP NOUN NOUN, ,0, 
1890,Обитель святого Иосифа,"Толстой, Г.А.",m,NOUN ADJF NOUN,NOUN ADJF/PRTF NOUN,исторический,0, 
1890,Драма в стенах больницы,"Цеханович, Александр Николаевич",m,NOUN PREP NOUN NOUN,NOUN PREP NOUN NOUN,,0,
1890,Весталка,"Шаховская, Людмила Дмитриевна",f,NOUN,NOUN,исторический,0, 
1890,Дворец и монастырь,"Шеллер-Михайлов, Александр Константинович",m,NOUN CONJ NOUN,NOUN CONJ NOUN,исторический,0,3 лицо
1890,Ртищев,"Шеллер-Михайлов, Александр Константинович",m,NOUN,NOUN,исторический,0,3 лицо
1890,Лобановщина,"Шилов, В.",f,NOUN,NOUN,семейная хроника,0, 
1890,На заре жизни,"Ясинский, Иероним Иеронимович",m,PREP NOUN NOUN,PREP NOUN NOUN, ,0, 
1890,Клад,"Ясинский, Иероним Иеронимович",m,NOUN,NOUN, ,0, 
1891,На волоске,"Апраксин, Александр Дмитриевич",m,PREP NOUN,PREP NOUN,светский,0,3 лицо
1891,Клад,"Бажин, Николай Федотович",m,NOUN,NOUN,социальный роман,0,
1891,Княжна Татьяна,"Валуев, Петр Александрович",m,NOUN NOUN,NOUN NOUN,Светский,0,3 лицо
1891,Кровавая месть,"Вашков, Иван Андреевич",m,ADJF NOUN,ADJF/PRTF NOUN,Сатирический,0,
1891,Князь Никита Федорович,"Волконский, Михаил Николаевич",m,NOUN NOUN NOUN,NOUN NOUN NOUN,историко-авантюрный роман,0,3 лицо
1891,Мальтийская цепь,"Волконский, Михаил Николаевич",m,ADJF NOUN,ADJF/PRTF NOUN,"историко-авантюрный роман, неофициальная история",0,3 лицо
1891,Малюта Скуратов,"Гейнце, Николай Эдуардович",m,NOUN NOUN,NOUN NOUN,исторический,0,3 лицо
1891,Бродячая вольница,"Голубев, Александр Александрович",m,ADJF NOUN,ADJF/PRTF NOUN,"исторический роман, XVIII в.",0,
1891,Заслуженная кара,"Дубровина, Екатерина Оскаровна",f,PRTF NOUN,ADJF/PRTF NOUN,Исторический роман,0,3 лицо
1891,Золотое дело,"Иванов, Федор Константинович",m,ADJF NOUN,ADJF/PRTF NOUN,,0,3 лицо
1891,В старом доме,"Иогель/Йогель, Михаил Константинович",m,PREP ADJF NOUN,PREP ADJF/PRTF NOUN,социально-психологический,0,
1891,Наль,"Каразин, Николай Николаевич",m,NOUN,NOUN,,0,3 лицо
1891,"Похищенный клад, или Потерянное счастье","Кафтырев, Семен Никанорович",m,PRTF NOUN CONJ ADJF NOUN,ADJF/PRTF NOUN CONJ ADJF/PRTF NOUN,Соц.-психологический,0,
1891,Артистка,"Крестовская, Мария Всеволодовна",f,NOUN,NOUN,"Соц. Психологичский, исторический",0,3 лицо
1891,Торжество Ваала,"Крестовский, Всеволод Владимирович",m,NOUN NOUN,NOUN NOUN,Исторический роман,0,3 лицо
1891,Свои – чужие,"Круглов, Александр Васильевич",m,ADJF NOUN,ADJF/PRTF NOUN,"социально-психологический, мещане, мелкие чиновники",0,
1891,Разбойница Орлиха,"Марков, Евгений Львович",m,NOUN NOUN,NOUN NOUN,Исторический,0,3 лицо
1891,Изъяны воли,"Маслов, Николай Дмитриевич",m,NOUN NOUN,NOUN NOUN, ,0,3 лицо
1891,Фамильная хроника Воротынцевых,"Мердер (Северин), Надежда Ивановна",f,ADJF NOUN NOUN,ADJF/PRTF NOUN NOUN,Историко-нравственный роман,0,3 лицо
1891,Святоши большого света,"Мещерский, Владимир Петрович",m,NOUN ADJF NOUN,NOUN ADJF/PRTF NOUN,Сатирический роман,0,
1891,Москвичка,"Михневич, Владимир Осипович",m,NOUN,NOUN,социально-психологический,0,3 лицо
1891,Замурованная царица,"Мордовцев, Даниил Лукич",m,PRTF NOUN,ADJF/PRTF NOUN,исторический,0,3 лицо
1891,Царь без царства,"Мордовцев, Даниил Лукич",m,NOUN PREP NOUN,NOUN PREP NOUN,исторический,0,3 лицо
1891,На литературных хлебах,"Немирович-Данченко, Василий Иванович",m,PREP ADJF NOUN,PREP ADJF/PRTF NOUN,социально-психологический,0,
1891,Кто виноват?,"Окрейц, Станислав Станиславович",m,NPRO ADJS,NPRO ADJS,,0,
1891,Ополченная Россия,"Пазухин, Алексей Михайлович",m,PRTF NOUN,ADJF/PRTF NOUN,"Политический, любовный, исторический",0,3 лицо
1891,Корень зла,"Полевой, Петр Николаевич",m,NOUN NOUN,NOUN NOUN,"исторический, правление Годунова",0,3 лицо
1891,Тальянская чертовка,"Полевой, Петр Николаевич",m,ADJF NOUN,ADJF/PRTF NOUN,исторический,0,3 лицо
1891,Столичные коршуны,"Пономарев, Иван Николаевич",m,ADJF NOUN,ADJF/PRTF NOUN,,0,3 лицо
1891,Из времен русско-турецкой войны 1877-1878,"Прохоров-Риваль, Владимир Алексеевич",m,PREP NOUN ADJF NOUN NUMR NUMR,PREP NOUN ADJF/PRTF NOUN NUMR NUMR,исторический,0,
1891,Счастье,"Ракшанин, Николай Осипович",m,NOUN,NOUN,Любовно-приключенческий,0,
1891,Андрей Шутов,"Рыскин, Сергей Федорович",m,NOUN NOUN,NOUN NOUN,социально-психологический,0,
1891,Похождение лже-архиерея Савватия,"Рыскин, Сергей Федорович",m,NOUN NOUN NOUN,NOUN NOUN NOUN,социально-психологический,0,3 лицо
1891,Граф Тятин-Балтийский,"Салиас, Евгений Андреевич",m,NOUN NOUN,NOUN NOUN,"историческая повесть, XVIII в.",0,
1891,Былые гусары,"Салиас, Евгений Андреевич",m,ADJF NOUN,ADJF/PRTF NOUN,семейный,0,3 лицо
1891,Ведунья,"Салиас, Евгений Андреевич",m,NOUN,NOUN,"исторический роман, XVIII в.",0,3 лицо
1891,Филозоф,"Салиас, Евгений Андреевич",m,NOUN,NOUN,"историческая повесть, XVIII в.",0,3 лицо
1891,Беспросветная тьма,"Соколова, Александра Ивановна",f,ADJF NOUN,ADJF/PRTF NOUN,,0,3 лицо
1891,Первые шаги,"Станюкович, Константин Михайлович ",m,ADJF NOUN,ADJF/PRTF NOUN,,0,3 лицо
1891,Обновленный храм,"Стахеев, Дмитрий Иванович",m,PRTF NOUN,ADJF/PRTF NOUN,социально-психологический,0,
1891,Русский Рокамболь,"Цеханович, Александр Николаевич",m,ADJF NOUN,ADJF/PRTF NOUN,,0,3 лицо
1891,Метеор,"Цеханович, Александр Николаевич",m,NOUN,NOUN,,0,
1891,Смена,"Эртель, Александр Иванович",m,NOUN,NOUN,социально-психологический,0,3 лицо
1891,Ординарный профессор,"Ясинский, Иероним Иеронимович",m,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0,
1892,Князь Дмитрий Иоаннович Донской,"Арсеньев, Александр Васильевич",m,NOUN NOUN NOUN NOUN,NOUN NOUN NOUN NOUN,исторический роман; Россия времен Дмитрия Донского,0,
1892,Старые счеты,"Ахшарумов, Николай Дмитриевич",m,NOUN NOUN,NOUN NOUN,социально-психологический,0,3 лицо
1892,Итоги,"Бажин, Николай Федотович",m,NOUN,NOUN,социальный роман,0,
1892,Клуб Козицкого дворянства,"Басанин, Марк ",f,NOUN ADJF NOUN,NOUN ADJF/PRTF NOUN,антинигилистический роман,0,3 лицо
1892,Василий Теркин,"Боборыкин, Петр Дмитриевич",m,NOUN NOUN,NOUN NOUN,Соц.-психологический,0,3 лицо
1892,Среди чужих,"Вашков, Иван Андреевич",m,PREP NOUN,PREP NOUN,,0,
1892,Женский яд,"Гейнце, Николай Эдуардович",m,ADJF NOUN,ADJF/PRTF NOUN,уголовно-бытовой,0,3 лицо
1892,Рыцари степей,"Голохвастов, К.К.",m,NOUN NOUN,NOUN NOUN,исторический,0,
1892,Царевич Алексей,"Данилевский, Григорий Петрович",m,NOUN NOUN,NOUN NOUN,исторический,0,3 лицо
1892,Из тьмы веков,"Дубровина, Екатерина Оскаровна",f,PREP NOUN NOUN,PREP NOUN NOUN,исторический,0,
1892,Болезнь века,"Елец, Юлий Лукьянович",m,NOUN NOUN,NOUN NOUN,документальный,0,3 лицо
1892,На берегах Невы и Темзы,"Желиховская, Вера Петровна",f,PREP NOUN NOUN CONJ NOUN,PREP NOUN NOUN CONJ NOUN,любовный,0,3 лицо
1892,На синеморских буграх,"Желиховская, Вера Петровна",f,PREP ADJF NOUN,PREP ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1892,Дочь пожарного,"Зарин, Андрей Ефимович",m,NOUN NOUN,NOUN NOUN,культурно-исторические,0,
1892,Призраки,"Иогель/Йогель, Михаил Константинович",m,NOUN,NOUN,,0,
1892,Два сфинкса,"Крыжановская (Рочестер), Вера Ивановна ",f,NUMR NOUN,NUMR NOUN,исторический,0,3 лицо
1892,Порча жизни,"Леман, Анатолий Иванович",m,NOUN NOUN,NOUN NOUN,,0,
1892,Грани жизни,"Луговой, Алексей Алексеевич",m,NOUN NOUN,NOUN NOUN,социально-псизологический,0,3 лицо
1892,Лицедеи,"Льдов, Константин",m,NOUN,NOUN,социально-психологический,0,3 лицо
1892,Золото,"Мамин-Сибиряк, Дмитрий Наркисович",m,NOUN,NOUN,социально-психологический,0,3 лицо
1892,На заре,"Мачтет, Григорий Александрович",m,PREP NOUN,PREP NOUN,социально-психологический,0,3 лицо
1892,Контрабандисты,"Немирович-Данченко, Василий Иванович",m,NOUN,NOUN,"авантюрный, социально-психологический, любовный",0,3 лицо
1892,В смутные годы,"Павлов, Н.И.",m,PREP ADJF NOUN,PREP ADJF/PRTF NOUN,,0, 
1892,Где Бог и правда?,"Полевой, Петр Николаевич",m,ADVB NOUN CONJ NOUN,ADVB NOUN CONJ NOUN,,0,
1892,На рубеже поколений,"Полевой, Петр Николаевич",m,PREP NOUN NOUN,PREP NOUN NOUN,исторический,0,
1892,Птичка-невеличка,"Полевой, Петр Николаевич",m,NOUN,NOUN,исторический,0,
1892,По кровавым следам,"Пономарев, Иван Николаевич",m,PREP ADJF NOUN,PREP ADJF/PRTF NOUN,криминальный,0,
1892,Предсмертное проклятие,"Пономарев, Иван Николаевич",m,ADJF NOUN,ADJF/PRTF NOUN,уголовный,0,
1892,Золотой дождь,"Ракшанин, Николай Осипович",m,ADJF NOUN,ADJF/PRTF NOUN,Детективно-психологический,0,
1892,Страшное дело,"Ракшанин, Николай Осипович",m,ADJF NOUN,ADJF/PRTF NOUN,детективный,0,
1892,Чужой грех,"Ракшанин, Николай Осипович",m,ADJF NOUN,ADJF/PRTF NOUN,детективный,0,
1892,"Купленный митрополит, или Рогоженские миллионы","Рыскин, Сергей Федорович",m,PRTF NOUN CONJ ADJF NOUN,ADJF/PRTF NOUN CONJ ADJF/PRTF NOUN,социально-психологический; раскольники,0,3 лицо
1892,Новая Сандрильона,"Салиас, Евгений Андреевич",m,ADJF NOUN,ADJF/PRTF NOUN,любовный,0,3 лицо
1892,Служитель Бога,"Салиас, Евгений Андреевич",m,NOUN NOUN,NOUN NOUN,исторический,0,3 лицо
1892,Немецкий прибой,"Сафонов, Сергей Александрович",m,ADJF NOUN,ADJF/PRTF NOUN,"фельетонный, социально-психологический",0,3 лицо
1892,Скрытое преступление,"Соколов, Александр Алексеевич",m,ADJF NOUN,ADJF/PRTF NOUN,уголовный,0,
1892,Спетая песня,"Соколова, Александра Ивановна",f,PRTF NOUN,ADJF/PRTF NOUN,уголовный,0,
1892,Великий Розенкрейцер,"Соловьев, Всеволод Сергеевич",m,ADJF NOUN,ADJF/PRTF NOUN,"исторический роман, XVIII в.",0,3 лицо
1892,В конце века. Любовь,"Суворин, Алексей Сергеевич",m,PREP NOUN NOUN NOUN,PREP NOUN NOUN NOUN,,0,
1892,Светлые грезы,"Тихонов, Владимир Алексеевич",m,ADJF NOUN,ADJF/PRTF NOUN,,0,3 лицо
1892,Кто прав? (Из одной биографии),"Тютчев, Федор Федорович",m,NPRO NOUN PREP ADJF NOUN,NPRO NOUN PREP ADJF/PRTF NOUN,,0,1 лицо
1892,Вокруг миллиона,"Цеханович, Александр Николаевич",m,ADVB NOUN,ADVB NOUN,,0,3 лицо
1892,В мире будущего,"Шелонский, Николай Николаевич",m,PREP NOUN NOUN,PREP NOUN NOUN,"фантастика, утопия",0,3 лицо
1892,Соперники,"Шрекник, Евгений Федорович",m,NOUN,NOUN,исторический,0,3 лицо
1892,Завещание,"Эвальд, Аркадий Васильевич",m,NOUN,NOUN,уголовный,0,
1892,По горячим следам,"Ясинский, Иероним Иеронимович",m,PREP NOUN NOUN,PREP NOUN NOUN,,0,
1892,Петербургские туманы,"Ясинский, Иероним Иеронимович",m,ADJF NOUN,ADJF/PRTF NOUN,,0,
1893,Художник Беспалов и нотариус Полещиков,"Аверкиев, Дмитрий Васильевич",m,NOUN NOUN CONJ NOUN NOUN,NOUN NOUN CONJ NOUN NOUN,"Юмристический роман, художники, нотариусы",0,3 лицо
1893,К чему?,"Ахшарумов, Николай Дмитриевич",m,PREP NPRO,PREP NPRO,,0,
1893,Бурное болото,"Ашешов, Николай Павлович",m,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0,
1893,Ночь,"Бажин, Николай Федотович",m,NOUN,NOUN,социально-психологический,0,
1893,Семейный очаг,"Баранцевич, Казимир Станиславович",m,ADJF NOUN,ADJF/PRTF NOUN,семейная хроника,0,3 лицо
1893,Дед и внук,"Безобразов, Павел Владимирович",m,NOUN CONJ NOUN,NOUN CONJ NOUN,семейная хроника,0,3 лицо
1893,Воля судьбы,"Волконский, Михаил Николаевич",m,NOUN NOUN,NOUN NOUN,"исторический, авантюрный",0,3 лицо
1893,Аракчеев,"Гейнце, Николай Эдуардович",m,NOUN,NOUN,исторический,0,3 лицо
1893,Сильный человек,"Головин (Орловский), Константин Федорович",m,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0,1 лицо
1893,Али-паша Скутарийский,"Голохвастов, К.К.",m,NOUN ADJF,NOUN ADJF/PRTF,исторический,0,
1893,Матрос 30-го Черноморского экипажа Петр Кошка и другие доблестные защитники Севастополя,"Голохвастов, К.К.",m,NOUN NOUN ADJF NOUN NOUN NOUN CONJ ADJF ADJF NOUN NOUN,NOUN NOUN ADJF/PRTF NOUN NOUN NOUN CONJ ADJF/PRTF ADJF/PRTF NOUN NOUN,исторический,0,3 лицо
1893,Серые герои,"Зарин, Андрей Ефимович",m,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1893,Грех,"Засодимский, Павел Владимирович",m,NOUN,NOUN,психологический,0, 
1893,Медальон,"Иванов, Ил.",m,NOUN,NOUN,,0,
1893,Мученики мира,"Иогель/Йогель, Михаил Константинович",m,NOUN NOUN,NOUN NOUN,"социально-психологический, философский",0,
1893,Господин Арсков,"Карабчевский, Николай Платонович",m,NOUN NOUN,NOUN NOUN,"социально-психологический, философский",0,3 лицо
1893,Месть еврея,"Крыжановская (Рочестер), Вера Ивановна ",f,NOUN NOUN,NOUN NOUN,любовный,0,3 лицо
1893,Торжище брака,"Крыжановская (Рочестер), Вера Ивановна ",f,NOUN NOUN,NOUN NOUN,роман,0,3 лицо
1893,Сим победиши!,"Крыжановская (Рочестер), Вера Ивановна ",f,NOUN NOUN,NOUN NOUN,исторический,0,
1893,Старая скрипка,"Леман, Анатолий Иванович",m,ADJF NOUN,ADJF/PRTF NOUN,,0,
1893,Добей его! (Pollice verso),"Луговой, Алексей Алексеевич",m,VERB NPRO NOUN PREP,VERB NPRO NOUN PREP,"исторический, социально-психологический",0,3 лицо
1893,Ошибки и искупление,"Лунский, Евгений ",f,NOUN CONJ NOUN,NOUN CONJ NOUN,"любовный, социально-психологический",0,
1893,Весенние грозы,"Мамин-Сибиряк, Дмитрий Наркисович",m,ADJF NOUN,ADJF/PRTF NOUN,"роман воспитания, семейная хроника",0,3 лицо
1893,Золотые россыпи,"Михеев, Василий Михайлович",m,NOUN NOUN,NOUN NOUN,социально-психологический,0,3 лицо
1893,Мыканье,"Окрейц, Станислав Станиславович",m,NOUN,NOUN,социально-психологический,0,
1893,Под неотразимой десницей,"Полевой, Петр Николаевич",m,PREP ADJF NOUN,PREP ADJF/PRTF NOUN,исторический,0,3 лицо
1893,Маринка-безбожница,"Полевой, Петр Николаевич",m,NOUN,NOUN,исторический,0,
1893,Тузы и двойки,"Полежаев, Петр Васильевич",m,NOUN CONJ NOUN,NOUN CONJ NOUN,"исторический, авантюрист",0, 
1893,Звезда,"Потапенко, Игнатий Николаевич",m,NOUN,NOUN,социально-психологический,0,3 лицо
1893,Судьба,"Прохоров-Риваль, Владимир Алексеевич",m,NOUN,NOUN,социально-психологический,0,
1893,"Загадочный самозванец, или Похождения ""Опоньского владыки""","Рыскин, Сергей Федорович",m,ADJF NOUN CONJ NOUN ADJF NOUN,ADJF/PRTF NOUN CONJ NOUN ADJF/PRTF NOUN,,0,
1893,Московские трущобы,"Рыскин, Сергей Федорович",m,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0,
1893,Крутоярская царевна,"Салиас, Евгений Андреевич",m,ADJF NOUN,ADJF/PRTF NOUN,исторический,0,3 лицо
1893,Жених царевны,"Соловьев, Всеволод Сергеевич",m,NOUN NOUN,NOUN NOUN,исторический,0,3 лицо
1893,Царское посольство,"Соловьев, Всеволод Сергеевич",m,ADJF NOUN,ADJF/PRTF NOUN,исторический,0,3 лицо
1893,Злые вихри,"Соловьев, Всеволод Сергеевич",m,ADJF NOUN,ADJF/PRTF NOUN,"семейный, социально-психологический; разночинцы, музыкант",0,3 лицо
1893,Откровенные,"Станюкович, Константин Михайлович ",m,ADJF,ADJF/PRTF,социальный роман,0,3 лицо
1893,Неугасающий свет,"Стахеев, Дмитрий Иванович",m,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0,
1893,Красота,"Тихонов, Владимир Алексеевич",m,NOUN,NOUN,,0,3 лицо
1893,Петербургская Нана,"Цеханович, Александр Николаевич",m,ADJF NOUN,ADJF/PRTF NOUN,,0,3 лицо
1893,В больнице,"Цеханович, Александр Николаевич",m,PREP NOUN,PREP NOUN,,0,3 лицо
1893,Выходец из могилы,"Цеханович, Александр Николаевич",m,NOUN PREP NOUN,NOUN PREP NOUN,,0,3 лицо
1893,Зачумленные,"Шеллер-Михайлов, Александр Константинович",m,NOUN,NOUN,,0,
1893,Совесть,"Шеллер-Михайлов, Александр Константинович",m,NOUN,NOUN,"философский, социально-психологический",0,3 лицо
1893,За крест и родину,"Шелонский, Николай Николаевич",m,PREP NOUN CONJ NOUN,PREP NOUN CONJ NOUN,исторический,0,
1893,Христофор Колумб,"Шрекник, Евгений Федорович",m,NOUN NOUN,NOUN NOUN,исторический роман; открытие Америки,0, 
1893,Лицемеры,"Ясинский, Иероним Иеронимович",m,NOUN,NOUN,социально-психологический,0,3 лицо
1894,Жестокое испытание,"Арсеньев, Александр Васильевич",m,ADJF NOUN,ADJF/PRTF NOUN,Исторический роман,0,
1894,Жизнь сызнова,"Бажин, Николай Федотович",m,NOUN ADVB,NOUN ADVB,"социальный роман, интеллигенция",0, 
1894,Ильинское наследство. Сибирский гость,"Басанин, Марк ",f,ADJF NOUN ADJF NOUN,ADJF/PRTF NOUN ADJF/PRTF NOUN,антинигилистический роман,0, 
1894,Жених двух невест,"Безобразов, Павел Владимирович",m,NOUN NUMR NOUN,NOUN NUMR NOUN,роман,0,3 лицо
1894,Аракчеевец,"Бефани, Василий Павлович",m,NOUN,NOUN,"исторический, любовный",0, 
1894,Жертвы страсти,"Бефани, Василий Павлович",m,NOUN NOUN,NOUN NOUN,любовный,0, 
1894,Перевал,"Боборыкин, Петр Дмитриевич",m,NOUN,NOUN,Соц.-психологический,0, 
1894,"Пипа и Пуся, или Горе от любви","Буренин, Виктор Павлович",m,NOUN CONJ VERB CONJ NOUN PREP NOUN,NOUN CONJ VERB CONJ NOUN PREP NOUN,"Памфлет, сатира",0,3 лицо
1894,Тайна высокого дома,"Гейнце, Николай Эдуардович",m,NOUN ADJF NOUN,NOUN ADJF/PRTF NOUN,"детективный, социально-психологический",0,3 лицо
1894,Китайские тени,"Гнедич, Петр Петрович",m,ADJF VERB,ADJF/PRTF VERB,исторический роман,0,3 лицо
1894,Погром,"Головин (Орловский), Константин Федорович",m,NOUN,NOUN, ,0,3 лицо
1894,На весах,"Головин (Орловский), Константин Федорович",m,PREP NOUN,PREP NOUN, ,0,3 лицо
1894,Шамиль,"Голохвастов, К.К.",m,NOUN,NOUN,"исторический, казаки",0,1 лицо
1894,Повстанцы,"Гринев, Сергей Апполонович",m,NOUN,NOUN,исторический роман; польское восстание 1863 г.,0, 
1894,Юлиан Отступник,"Дан, Фёдор Ильич",m,NOUN NOUN,NOUN NOUN,исторический,0,3 лицо
1894,Бескровная месть,"Дубровина, Екатерина Оскаровна",f,ADJF NOUN,ADJF/PRTF NOUN,Исторический роман,0, 
1894,Бабушкин внук,"Каменская, Мария Федоровна",f,NOUN NOUN,NOUN NOUN, ,0,3 лицо
1894,Петербургские бандиты,"Красницкий, Александр Иванович",m,ADJF NOUN,ADJF/PRTF NOUN, ,0,3 лицо
1894,Рекенштейны,"Крыжановская (Рочестер), Вера Ивановна ",f,NOUN,NOUN,социальный роман,0,3 лицо
1894,Геркуланум,"Крыжановская (Рочестер), Вера Ивановна ",f,NOUN,NOUN,"исторический, любовный, Древний Рим",0, 
1894,Царица Хатасу,"Крыжановская (Рочестер), Вера Ивановна ",f,NOUN NOUN,NOUN NOUN,"исторический, Древний Египет",0,3 лицо
1894,Без воли,"Летнев, П.",f,PREP NOUN,PREP NOUN,исторический,0, 
1894,На смену прошлого,"Летнев, П.",f,PREP NOUN NOUN,PREP NOUN NOUN,социально-психологический,0, 
1894,Современный недуг,"Летнев, П.",f,ADJF NOUN,ADJF/PRTF NOUN,"социальный, буржуазия",0, 
1894,Саранча,"Льдов, Константин",m,NOUN,NOUN,роман о литературной среде,0,3 лицо
1894,Без названия,"Мамин-Сибиряк, Дмитрий Наркисович",m,PREP NOUN,PREP NOUN,"утопический, интеллигенция",0,3 лицо
1894,Черты из жизни Пепко,"Мамин-Сибиряк, Дмитрий Наркисович",m,NOUN PREP NOUN NOUN,NOUN PREP NOUN NOUN,автобиографический,0,1 лицо
1894,Танькина карьера,"Мердер, Надежда Ивановна",f,ADJF NOUN,ADJF/PRTF NOUN,"социально-психологический, дворяне",0,3 лицо
1894,Дочь дьявола,"Нагродская, Евдокия Аполлоновна",f,NOUN NOUN,NOUN NOUN,"мистический, аристократы",0, 
1894,Мгла,"Немирович-Данченко, Василий Иванович",m,NOUN,NOUN,"социально-психологический, дворяне",0,3 лицо
1894,Развязка,"Павлов, Н.И.",m,NOUN,NOUN, ,0,1 лицо
1894,Защитник угнетенных,"Пономарев, Иван Николаевич",m,NOUN PRTF,NOUN ADJF/PRTF,уголовный,0,3 лицо
1894,Из недалекого прошлого,"Романов, Вадим Владимирович",m,PREP ADJF NOUN,PREP ADJF/PRTF NOUN,любовный,0,3 лицо
1894,Молодость Петра Великого,"Рыскин, Сергей Федорович",m,NOUN NOUN NOUN,NOUN NOUN NOUN,исторический,0,3 лицо
1894,"Раскольничьи ""мощи""","Рыскин, Сергей Федорович",m,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1894,Чурбановские миллионы,"Рыскин, Сергей Федорович",m,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический; старообрядцы,0,3 лицо
1894,Via facti,"Салиас, Евгений Андреевич",m,ADVB NOUN,ADVB NOUN,"исторический, барская конфедерация, Польша",0,3 лицо
1894,Отец Алексей из Заозерья,"Соколов, Александр Алексеевич",m,NOUN NOUN PREP NOUN,NOUN NOUN PREP NOUN,сельский священник,0, 
1894,Привязанный к боярышне,"Соколов, Александр Алексеевич",m,PRTF PREP NOUN,ADJF/PRTF PREP NOUN,исторический,0, 
1894,Горы золота,"Стахеев, Дмитрий Иванович",m,NOUN NOUN,NOUN NOUN,роман,0,3 лицо
1894,По старому руслу,"Терпигорев, Сергей Николаевич",m,PREP NOUN NOUN,PREP NOUN NOUN,крестьяне,0,3 лицо
1894,Страшное дело,"Цеханович, Александр Николаевич",m,ADJF NOUN,ADJF/PRTF NOUN,,0,3 лицо
1894,Горный ручей,"Ясинский, Иероним Иеронимович",m,ADJF NOUN,ADJF/PRTF NOUN,из жизни критиков и журналистов,0,3 лицо
1895,Жар-цвет,"Амфитеатров, Александр Валентинович",m,NOUN,NOUN,фантастический роман,0,1 лицо
1895,Больное место,"Апраксин, Александр Дмитриевич",m,ADJF NOUN,ADJF/PRTF NOUN,обнищание крестьянства,0,3 лицо
1895,Злое дело,"Бажин, Николай Федотович",m,ADJF NOUN,ADJF/PRTF NOUN,"социальный роман,  интеллигенция",0,3 лицо
1895,"Конец ""Голубятни""","Басанин, Марк ",f,NOUN NOUN,NOUN NOUN,антинигилистический роман,0,3 лицо
1895,Ходок,"Боборыкин, Петр Дмитриевич",m,NOUN,NOUN,Соц.-психологический,0,3 лицо
1895,Брат герцога,"Волконский, Михаил Николаевич",m,NOUN NOUN,NOUN NOUN,"историко-авантюрный роман, неофициальная история",0,3 лицо
1895,По трупам,"Гейнце, Николай Эдуардович",m,PREP NOUN,PREP NOUN,криминальный,0, 
1895,Князь Тавриды,"Гейнце, Николай Эдуардович",m,NOUN NOUN,NOUN NOUN,исторический,0,3 лицо
1895,Коронованный рыцарь (Тайны Таврического сада),"Гейнце, Николай Эдуардович",m,PRTF NOUN NOUN ADJF NOUN,ADJF/PRTF NOUN NOUN ADJF/PRTF NOUN,исторический,0,3 лицо
1895,Новгородская вольница,"Гейнце, Николай Эдуардович",m,ADJF NOUN,ADJF/PRTF NOUN,исторический,0,3 лицо
1895,Поэзия,"Голицын (Муравлин), Дмитрий Петрович",m,NOUN,NOUN,социально-психологический,0,3 лицо
1895,Плоскогорье,"Гуревич, Любовь Яковлевна",f,NOUN,NOUN,Социально-психологический,0,3 лицо
1895,Тайны двух клубов,"Животов, Николай Николаевич",m,NOUN NUMR NOUN,NOUN NUMR NOUN,детективный,0, 
1895,Под корень,"Зарин, Андрей Ефимович",m,PREP NOUN,PREP NOUN,исторический,0,3 лицо
1895,В тумане тысячелетия,"Красницкий, Александр Иванович",m,PREP NOUN NOUN,PREP NOUN NOUN,исторический,0,3 лицо
1895,Немудреное счастье,"Круглов, Александр Васильевич",m,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0, 
1895,В наше смутное время,"Летнев, П.",f,PREP ADJF ADJF NOUN,PREP ADJF/PRTF ADJF/PRTF NOUN,социально-психологический,0, 
1895,В лесах и подпольях,"Литвин, Савелий Константинович ",m,PREP NOUN CONJ NOUN,PREP NOUN CONJ NOUN,исторический,0,3 лицо
1895,Тенета,"Луговой, Алексей Алексеевич",m,NOUN,NOUN,социально-психологический,0,
1895,Хлеб,"Мамин-Сибиряк, Дмитрий Наркисович",m,NOUN,NOUN,социально-психологический,0,3 лицо
1895,Мечты и жизнь,"Марков, Владислав Львович",m,NOUN CONJ NOUN,NOUN CONJ NOUN, ,0,3 лицо
