year,title,author,author_gender,POS,POS_ADJF/PRTF,genre,canon_status,narration
1895,Смерть богов. (Юлиан Отступник),"Мережковский, Дмитрий Сергеевич",m,NOUN NOUN NOUN NOUN,NOUN NOUN NOUN NOUN,"Трилогия ""Христос и Антихрист"". Исторический, религиозно-философский роман",1,3 лицо
1895,Богиня Изида-сваха,"Мордовцев, Даниил Лукич",m,NOUN NOUN,NOUN NOUN,"исторический, богиня",0,3 лицо
1895,В потемках,"Морозов, Михаил Абрамович",m,PREP NOUN,PREP NOUN,социально-психологический,0, 
1895,Горные орлы,"Немирович-Данченко, Василий Иванович",m,ADJF NOUN,ADJF/PRTF NOUN,"исторический, лезгины, военные",0,3 лицо
1895,Забытая крепость,"Немирович-Данченко, Василий Иванович",m,ADJF NOUN,ADJF/PRTF NOUN,"исторический, военные",0,3 лицо
1895,Старый дом (Мертвая ткань),"Немирович-Данченко, Василий Иванович",m,ADJF NOUN ADJF NOUN,ADJF/PRTF NOUN ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1895,Купленная невеста,"Пазухин, Алексей Михайлович",m,PRTF NOUN,ADJF/PRTF NOUN,"Политический, любовный",0,3 лицо
1895,Люди сороковых годов,"Писемский, Алексей Феофилактович",m,NOUN NUMR NOUN,NOUN NUMR NOUN,исторический роман,0,3 лицо
1895,Братья-изгои,"Раменский, Н.",m,NOUN,NOUN,"Соц.-психологический, воспитатель-гимназист",0,3 лицо
1895,Нерешенные задачи,"Ромер, Федор Эмильевич",m,ADJF NOUN,ADJF/PRTF NOUN,соц.-психологический,0,3 лицо
1895,Греховодники,"Рыскин, Сергей Федорович",m,NOUN,NOUN,социально-психологический; старообрядцы,0,3 лицо
1895,Золоченая богема,"Светлов, Валериан Яковлевич",m,ADJF NOUN,ADJF/PRTF NOUN,социальный роман,0,3 лицо
1895,Любовь и деньги,"Севастьянов, Александр Николаевич",m,NOUN CONJ NOUN,NOUN CONJ NOUN,криминальный,0, 3 лицо
1895,В недрах раскола,"Соколов, Александр Алексеевич",m,PREP NOUN NOUN,PREP NOUN NOUN,раскольники,0, 
1895,Цветы бездны,"Соловьев, Всеволод Сергеевич",m,NOUN NOUN,NOUN NOUN,социально-психологический,0,3 лицо
1895,Тяжелые сны,"Сологуб, Федор Кузьмич",m,ADJF NOUN,ADJF/PRTF NOUN,"социально-психологический, декадентский;",1,3 лицо
1895,История одной жизни,"Станюкович, Константин Михайлович ",m,NOUN ADJF NOUN,NOUN ADJF/PRTF NOUN,"роман о пролетариате, рабочих",0,3 лицо
1895,Перед бурей,"Старицкий, Михаил Петрович",m,PREP VERB,PREP VERB,,0,3 лицо
1895,В боевых трудах и на покое,"Тхоржевский, Корнелий Владиславович",m,PREP NOUN NOUN CONJ PREP NOUN,PREP NOUN NOUN CONJ PREP NOUN,,0,3 лицо
1895,Две сестры,"Фирсов, В.Н.",m,NUMR NOUN,NUMR NOUN, ,0,1 лицо
1895,Темный Петербург,"Цеханович, Александр Николаевич",m,ADJF NOUN,ADJF/PRTF NOUN,,0,
1895,Кровавый туз,"Цеханович, Александр Николаевич",m,ADJF NOUN,ADJF/PRTF NOUN,,0,3 лицо
1895,В дебрях таинственного,"Цеханович, Александр Николаевич",m,PREP NOUN ADJF,PREP NOUN ADJF/PRTF,,0,3 лицо
1895,Тернистый путь,"Шеллер-Михайлов, Александр Константинович",m,ADJF NOUN,ADJF/PRTF NOUN, ,0,3 лицо
1896,Без исхода,"Александров, Виктор",m,PREP NOUN,PREP NOUN,криминальный,0, 
1896,Татарский отпрыск,"Алексеев, Николай Николаевич",m,ADJF NOUN,ADJF/PRTF NOUN,Исторический роман,0,3 лицо
1896,Рингильда,"Аничкова, Идалия Мечиславовна",f,NOUN,NOUN,"исторический, любовный",0,3 лицо
1896,Трус,"Бажин, Николай Федотович",m,NOUN,NOUN,социальный роман,0,3 лицо
1896,Борцы,"Баранцевич, Казимир Станиславович",m,NOUN,NOUN,бытописательный роман,0,3 лицо
1896,"Вавилонская башня. История возникновения, существования и падения одного фантастического общества","Баранцевич, Казимир Станиславович",m,ADJF NOUN NOUN NOUN NOUN CONJ NOUN ADJF ADJF NOUN,ADJF/PRTF NOUN NOUN NOUN NOUN CONJ NOUN ADJF/PRTF ADJF/PRTF NOUN,юмористический роман,0,3 лицо
1896,Княгиня,"Боборыкин, Петр Дмитриевич",m,NOUN,NOUN,Соц.-психологический,0,3 лицо
1896,Кольцо императрицы,"Волконский, Михаил Николаевич",m,NOUN NOUN,NOUN NOUN,"историко-авантюрный роман, неофициальная история",0,3 лицо
1896,Генералиссимус Суворов,"Гейнце, Николай Эдуардович",m,NOUN NOUN,NOUN NOUN,исторический,0,3 лицо
1896,Герой конца века,"Гейнце, Николай Эдуардович",m,NOUN NOUN NOUN,NOUN NOUN NOUN,"любовный, исторический, уголовно-бытовой",0,3 лицо
1896,Под гнетом страсти,"Гейнце, Николай Эдуардович",m,PREP NOUN NOUN,PREP NOUN NOUN,любовный,0,1 лицо
1896,В чужом гнезде,"Ельцова, К.",f,PREP NOUN NOUN,PREP NOUN NOUN,социально-психологический,0,3 лицо
1896,Макарка-Душегуб,"Животов, Николай Николаевич",m,NOUN,NOUN,детективный,0, 
1896,Цыган Яшка,"Животов, Николай Николаевич",m,NOUN NOUN,NOUN NOUN,детективный,0, 
1896,Леший барин,"Животов, Николай Николаевич",m,NOUN NOUN,NOUN NOUN,детективный,0,  
1896,Ложный след,"Зарин, Андрей Ефимович",m,ADJF NOUN,ADJF/PRTF NOUN,детективный,0,3 лицо
1896,Бич Божий,"Кондратьев, Иван Кузьмич",m,NOUN ADJF,NOUN ADJF/PRTF,"приключенческий, ист.",0,3 лицо
1896,Раскольничьи гнезда,"Кондратьев, Иван Кузьмич",m,ADJF NOUN,ADJF/PRTF NOUN,"приключенческий, ист., детективный,",0,3 лицо
1896,Матсмайские пленники,"Красницкий, Александр Иванович",m,ADJF NOUN,ADJF/PRTF NOUN,Исторический роман,0,3 лицо
1896,Столичные тайны,"Красницкий, Александр Иванович",m,ADJF NOUN,ADJF/PRTF NOUN,уголовный роман,0, 
1896,Атаман Платов,"Краснов, Петр Николаевич",m,NOUN NOUN,NOUN NOUN,"историческая повесть, военная повесть, война 1812",0,3 лицо
1896,Дело Артабанова,"Крушеван, Павел Александрович",m,NOUN NOUN,NOUN NOUN,криминально-психологический,0, 
1896,Варфоломеевская ночь,"Крыжановская (Рочестер), Вера Ивановна ",f,ADJF NOUN,ADJF/PRTF NOUN,"исторический, Средневековье",0, 
1896,По новому пути,"Мамин-Сибиряк, Дмитрий Наркисович",m,PREP ADJF NOUN,PREP ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1896,Железом и кровью,"Мордовцев, Даниил Лукич",m,NOUN CONJ NOUN,NOUN CONJ NOUN,"исторический, военные",0,3 лицо
1896,Свету больше!,"Мордовцев, Даниил Лукич",m,NOUN COMP,NOUN COMP,исторический,0,3 лицо
1896,Драма за сценой,"Немирович-Данченко, Василий Иванович",m,NOUN PREP NOUN,NOUN PREP NOUN,социально-психологический,0,3 лицо
1896,Московский коршуны,"Пазухин, Алексей Михайлович",m,ADJF NOUN,ADJF/PRTF NOUN,Социально-психологический,0,3 лицо
1896,На обрывах Поволжья,"Пазухин, Алексей Михайлович",m,PREP NOUN NOUN,PREP NOUN NOUN,криминальный,0, 
1896,Не герой,"Потапенко, Игнатий Николаевич",m,PRCL NOUN,PRCL NOUN,социально-психологический,0,3 лицо
1896,Один,"Потапенко, Игнатий Николаевич",m,ADJF,ADJF/PRTF,социально-психологический,0,3 лицо
1896,В паутине,"Рышков, Виктор Александрович",m,PREP NOUN,PREP NOUN,,0,
1896,Белые цветы,"Светлов, Валериан Яковлевич",m,ADJF NOUN,ADJF/PRTF NOUN, ,0, 
1896,Призраки минувшего,"Светлов, Валериан Яковлевич",m,NOUN ADJF,NOUN ADJF/PRTF, ,0, 
1896,Семья или сцена?,"Светлов, Валериан Яковлевич",m,NOUN CONJ NOUN,NOUN CONJ NOUN, ,0, 
1896,Буря,"Старицкий, Михаил Петрович",m,NOUN,NOUN,,0,3 лицо
1896,Духа не угашайте,"Стахеев, Дмитрий Иванович",m,NOUN PRCL VERB,NOUN PRCL VERB, ,0,3 лицо
1896,Москва без маски,"Хрущев-Сокольников, Гавриил Александрович",m,NOUN PREP NOUN,NOUN PREP NOUN, ,0,3 лицо
1896,Любовь под боевым огнем,"Череванский, Владимир Павлович",m,NOUN PREP NOUN NOUN,NOUN PREP NOUN NOUN,,0,
1896,Кесарь Адриан,"Шаховская, Людмила Дмитриевна",f,NOUN NOUN,NOUN NOUN,исторический,0, 
